url,title,label,score
https://news.google.com/read/CBMiuwFBVV95cUxQdkFHTVNFUTh5Sm5MWm1OSEN1V0p4eXVQMC14dFd0b1ItV1MtTVBhSHF1eEZiOUFhRnVKZXpuYVBKOUZVZlRTVU16Q2tCWW5Ia0lSSEZleTJFLV91c1BIMmdZNHNXdUQ4cVFlZHlBWjc5c1RCMTBRRFQ5VGVpTmN6VW9sUVJFU21hNk9FWXBiczdObS1qajFaMWs1b1dGcFpaYnpmNWhtMkxjNkFFTXBrbTNtamkzaEtuckZr?hl=en-US&gl=US&ceid=US%3Aen,"FDA Approves Lilly's Zepbound™ (tirzepatide) for Chronic Weight Management, a Powerful New Option for the Treatment of Obesity or Overweight with Weight-Related Medical Problems",LABEL_1,0.9990623593330383
https://news.google.com/read/CBMivwFBVV95cUxQSzVBWkVzVE9scE92MWVnZVRYY3BicmNEZk16QVN0ZkhiaXFLT29pZkdmcVh6Sy1FT1dGbi05a3oxbkphUmlQcGxWZ0t6czl6b0RWNGp4WFlzeDJodzhaeU5sMUQ1eHdKWU43WEV1cjI1REhIU1ZPQWRRb3B2bDE1ckpDZU4wUTQyd19oZjdDcjdERWdlT1hOUEVsaTZWNTNuYXlvcGJRay1halVCQjVLMFQwQnIwcWhEUUR6cmNqcw?hl=en-US&gl=US&ceid=US%3Aen,Lilly's Kisunla™ (donanemab-azbt) Approved by the FDA for the Treatment of Early Symptomatic Alzheimer's Disease,LABEL_1,0.9990322589874268
https://news.google.com/read/CBMivgFBVV95cUxNSXZfZ2tncXRvYUczakVZalp0aWM1VE1KTUF5XzNOZl9DRFBoSWdyTmtkMzRVSENIYVVXX1JLRWYyVFdWRU01NGpjQXZQMEJWWEhIY3hpNDJxVzFLQkREYTJLMXpCVFFhb3JHMzY4S2wyTlBfTUxfbWFTbW9TYnJNeWVkZjF0a2VMY1hUQ1g5Y2JjUk1WTGF6M095N3lkMzdORWxlRGQwQUdjaVNkVHpQZGM0N09obHNSZnFGYjFB?hl=en-US&gl=US&ceid=US%3Aen,Lilly's tirzepatide successful in phase 3 study showing benefit in adults with heart failure with preserved ejection fraction and obesity,LABEL_1,0.9990105628967285
https://news.google.com/read/CBMiwAFBVV95cUxNVGxCVXFmOGNZWXAycUhVSjJKV0h4V3VQcjZnTlpyUV9MdmQxdy1lWU4xN2NmVmJ0Mlo3UDlHbVM3Nm9sZnNjZzdQQ01fa0tkdmpLanNaMnluQU5MVnZHOHd2blRKSGpkb3JBbmZYcml0YV9XYkJCR0dMWk9id0RtQ3ZDYnJuS3E0bkQ1U0IxVVhzNzZKQzB5MDY2c2s5WjJYanV6ZnFEcTZJM0R6eHNkNWVmbURRenhaTUs0TGxJdTI?hl=en-US&gl=US&ceid=US%3Aen,An Open Letter From Eli Lilly and Company Regarding Certain Practices Related to Mounjaro® and Zepbound®,LABEL_1,0.9990678429603577
https://news.google.com/read/CBMiwAFBVV95cUxOUkdKS0htNXc5S3dNUHJCenZuek9yNGR0QURta0x2WVNGTWp1NGItNERhZUUzMXlCc2lrT09Vb2NheVA4Vmtmc0V1X1k4VUVYdVFQUmJadmJPQVk4bDNKZmM1ZHpnZlduSVR3NXJYcHMzRW1NT2QtX0Y3SzlsT0xNX0NKRURXMEQxeU1oVEVXeERuaU90V3FRTVBueVZZbGJPTWdteGxkYVdqeld4VFUtMUdyZXhaNTI4TGU1Q0ZSbWw?hl=en-US&gl=US&ceid=US%3Aen,"Lilly Reports First-Quarter 2024 Financial Results and Raises Full-Year Revenue Guidance by $2 Billion, Highlights Pipeline Momentum | Eli Lilly and Company",LABEL_1,0.9989901185035706
https://news.google.com/read/CBMiuwFBVV95cUxNV3R5RU9HdGxuVVdxR2ljbFpzZFNKM2JTakxpdWZrNTNRcU1uengzLWF4MEYycXhQSFFCQ25USVNSWjJ3S2d6bVpzWFZ2elJoMkFTMTZhMV9BR29RVWFjb3hQVnF4U1RxdURHa3BpcjRmUWliOWZzRDNRM2dCU2FPRjk5SXZVZldXNGV0WXNyZmdqdEpRdW5fWGVMZ0lXbUFhZ0p3QkVydTFiNkdJRy1lM0tqRnRTSkFHNC04?hl=en-US&gl=US&ceid=US%3Aen,Lilly to expand injectable manufacturing capacity with planned $2.5 billion site in Germany | Eli Lilly and Company,LABEL_1,0.9990324974060059
https://news.google.com/read/CBMiwAFBVV95cUxNOW1MbUxqVW5QRV9RYTNqdjIySGZ3OEVtVHdtX3FDcTdrSmVqSXFYNFlkUlQyWXlqSEJKMHQtR0RHUnR6NWZTUTQ0R2Z5bXJtVnMwY0ZOaTl6LWpBODYtNXpIcHN4RkcxcTdick9SeG1kbERsajlvRWRldlhiMjV5N0xSVkR6a0ZZUXJRV1pKeGJ2WkVVY3FGdFJPTVh5YzkwMzk2Y3FOZGFaanZ6aTM0V0M5NFpudFMtTXdUTlR5ekk?hl=en-US&gl=US&ceid=US%3Aen,Lilly collaborates with OpenAI to discover novel medicines to treat drug-resistant bacteria | Eli Lilly and Company,LABEL_1,0.9989961981773376
https://news.google.com/read/CBMiuwFBVV95cUxOZWJmR2JmOWtSaEJ1c09zOGJ5NVlkeWFEVHl4Y2FKdkI0ajN3OGNDVGV5MENSWDdCZ21pUk1WWWpDVUZ0RWhVTkJpQWlmcGkyNXlCVlVxeTdMYWkzRzB4S1k2N0l0bEdCS3U2SDZZWHgtaWUyUURnajZkX2N3M0daV25VcDNxeVg2QjY4SFRVWFpsT2lMcWxwQlBaeEtBQlo4YlhuRnhyaWlfcmp5MDhESmtTeFRWYnU1a0Fn?hl=en-US&gl=US&ceid=US%3Aen,Lilly Increases Manufacturing Investment to $9 Billion at Newest Indiana Site to Boost API Production for Tirzepatide and Pipeline Medicines | Eli Lilly and Company,LABEL_1,0.9990841150283813
https://news.google.com/read/CBMixAFBVV95cUxOcFFEajJ0UkFRdWs1NDVLdUhHYkhGUmJCUklXMmdhdXlxSnZsMDJ3dDdoeDR1WWFsZDN4WmMySDBvTmI5Uy1ULTBETjNYcFU0Q2wtY0JVWHQzWDU4eUFBdUhQcUhndFlsWU5pbzktNmplSEJ2Mk5GbUNNaFpnUGJpSkVDMjF3ZFFFTldWUzhMMjRKMklpbDR1SGJDS0J5d0ZyY2Q5a2lGOWVBcW0tNVBqRFl1N1VRLUs4M05adVBNVXhWN2Vv?hl=en-US&gl=US&ceid=US%3Aen,"Lilly Reports Q2 2024 Financial Results, Raises Full-Year Revenue Guidance by $3 Billion",LABEL_1,0.9990354776382446
https://news.google.com/read/CBMivAFBVV95cUxPc0FYc2c1eEpJU29WakdMemFtcldIWUMwandidzJUaFlRZUNMekNkOHpxUV85ZXNiUUV4LTh1Vm1ERlJBZDlkQVpDTzJxUGNreEJLWjZVNGxsU1hCaUVaNG9feXUzbVpmOU0yQVJrMTlWZU1wRkpiTGljZjlfSXVvaHVGSzdJc3luOXdMQXU1YjltRS1vX3BSOGhNNGZ1M3VQVFRyMjAtQ2JyVUl4ak1QSGtHR2tKM25IR19sWg?hl=en-US&gl=US&ceid=US%3Aen,Tirzepatide reduced sleep apnea severity by up to nearly two-thirds in adults with obstructive sleep apnea (OSA) and obesity,LABEL_1,0.9988144636154175
