url,title,label,score
https://www.businessinsider.com/tesla-model-3-review-quirks-difficulties-experienced-autos-reporter-2024-1,I've driven tons of EVs. My first time driving a Tesla was still difficult.,neutral,0.9992634654045105
https://www.cnn.com/2024/04/02/business/tesla-sales/index.html,Tesla sales plunge far more than expected,negative,0.9986810088157654
https://apnews.com/article/tesla-recall-icons-too-small-997c381dcfade6cb246e51cd39627cf0,Tesla recalling nearly 2.2M vehicles for software update to fix warning lights that are too small,negative,0.6778424382209778
https://news.samsung.com/global/samsung-announces-collaboration-with-tesla-at-ces-2024-for-smartthings-energy,Samsung Announces Collaboration With Tesla at CES 2024 for SmartThings Energy,neutral,0.9972513318061829
https://www.teslarati.com/tesla-model-3-highland-new-what-got-better/,"I drove the new Tesla Model 3, here’s what got better",positive,0.9936467409133911
https://apnews.com/article/tesla-future-sales-decline-robotaxi-artificial-intelligence-b60696cb69d7735983abcf51aee7f743,"Tesla 1Q profit falls 55%, but stock jumps as company moves to speed production of cheaper vehicles",negative,0.8556131720542908
https://www.businessinsider.com/tesla-driving-charging-silicon-valley-vs-detroit-compared-2024-1,We drove a Tesla in Silicon Valley and Detroit: Wildly different experiences,neutral,0.9998378753662109
https://www.cnn.com/2024/04/23/business/tesla-report-earnings-result/index.html,"Tesla’s earnings plunge, but the company promises cheaper car model",negative,0.9725894331932068
https://apnews.com/article/tesla-sales-electric-vehicles-elon-musk-0f2769824fc9ebc9ee0dc9209f858a48,Tesla's price cuts eat into Cybertruck maker's profits as net income plunges 44% in the 3rd quarter,negative,0.9987276196479797
https://www.cnn.com/2023/12/13/tech/tesla-recall-autopilot/index.html,Tesla recalls nearly all 2 million of its vehicles on US roads,neutral,0.9998714923858643
https://www.businessinsider.com/tesla-model-3-test-drive-review-first-time-elon-musk-2024-6,"I drove a Tesla for the first time. Nice car, but I was underwhelmed.",positive,0.6878564953804016
https://apnews.com/article/tesla-earnings-second-quarter-sales-decline-8bdd0d655cddde90f534b41fd87edc4a,Tesla's 2Q profit falls 45% to $1.48 billion as sales drop despite price cuts and low-interest loans,negative,0.99859219789505
https://www.cnn.com/markets/stocks/TSLA,TSLA Stock Quote Price and Forecast,neutral,0.9998573064804077
https://apnews.com/article/tesla-sales-fall-electric-vehicle-demand-slows-1ce56d5948f9f96235b9c809e3380108,"Tesla sales tumble nearly 9%, most in 4 years, as competition heats up and demand for EVs slows",negative,0.9986934065818787
https://apnews.com/article/tesla-germany-factory-production-halt-red-sea-2a13fa207ac3d4670264e47bba427e10,Tesla puts German factory production on hold as Red Sea attacks disrupt supply chains,negative,0.9893814325332642
