company,title,label,probability
AbbVie,AbbVie Foundation Partners Scale Efforts to Advance Racial Equity,social,0.8962030410766602
AbbVie,AbbVie and FutureGen Announce License Agreement to Develop Next-Generation Therapy for Inflammatory Bowel Disease,government,0.38577839732170105
AbbVie,AbbVie seeks lift from 'guided missile' cancer drug with $10 bln ImmunoGen deal,government,0.5819483995437622
AbbVie,Digital Science Lab: Reshaping Clinical Research With Technology,government,0.31389471888542175
AbbVie,AbbVie and Gilgamesh Pharmaceuticals Announce Collaboration and Option-to-License Agreement to Develop Next-Generation Therapies for Psychiatric Disorders,social,0.4722954034805298
AbbVie,AbbVie asks US Supreme Court to weigh protections for attorney records,government,0.693378746509552
AbbVie,AbbVie Research Collaborative: Going Beyond the Lab to Accelerate Treatment,social,0.8453692197799683
AbbVie,"AbbVie to Acquire Landos Biopharma, Further Strengthening its Portfolio in Inflammatory and Autoimmune Diseases",government,0.49947115778923035
AbbVie,AbbVie Reinforces Commitment to Science and Innovation with a €150 million Euro Investment in New Cutting-Edge Research and Development Facility in Germany,government,0.5590857267379761
AbbVie,Working Parents 2023: Finding comfort in community,social,0.9419642090797424
AbbVie,Elevating Health Care for All,social,0.5282073020935059
AbbVie,Magnified featuring Johanna Corbin,social,0.5336873531341553
AbbVie,Change from within: Kenyan mom groups help families and communities thrive,social,0.955772340297699
AbbVie,A Legacy Of Leadership In Mental Health,social,0.46247872710227966
AbbVie,Transforming Cancer Care from the Inside Out,social,0.46141284704208374
AbbVie,Then and now: A renaissance in blood cancer treatment,social,0.5497264266014099
AbbVie,Specialized Research in Chaotic Systems (SPaRCS),social,0.31506267189979553
AbbVie,Can We Find Cures Faster?,social,0.37691161036491394
AbbVie,"Meet the ARCH, a time-saving tool for researchers focused on finding cures",social,0.36132892966270447
AbbVie,5 ways AbbVie is working to deliver medicines in half the time,government,0.34418702125549316
AbbVie,AbbVie Expands Biologics Manufacturing Capacity with a $223 Million Investment in Singapore Manufacturing Site,environment,0.3919355273246765
AbbVie,AbbVie raises 2027 sales forecast for new immunology drugs to $27 billion,government,0.3939427435398102
AbbVie,Exclusive: AbbVie nears roughly $8 billion deal for drug developer Cerevel-sources,social,0.3659927546977997
AbbVie,AbbVie to buy Cerevel in $8.7B bet on brain drugs,social,0.3727573752403259
AbbVie,Recognizing the mental health impact of chronic skin disease,social,0.5736644864082336
AbbVie,AbbVie dramatically outspent its pharma company rivals in 2023 to promote its drugs to doctors,social,0.39010047912597656
AbbVie,Magnified Featuring Edrice Simmons,social,0.55759197473526
AbbVie,AbbVie Completes Acquisition of Landos Biopharma,government,0.33061113953590393
AbbVie,AbbVie’s Cerevel deal hits an uncommon roadblock,social,0.27072280645370483
AbbVie,"AbbVie and Tentarix Announce Collaboration to Develop Conditionally-Active, Multi-Specific Biologics for Oncology and Immunology",social,0.6033717393875122
AbbVie,Not good enough: behind the drive to give cancer patients more time,neutral,0.7332701683044434
AbbVie,"ADCs are in focus. Here’s where AstraZeneca, AbbVie hope to take the field next.",social,0.6532895565032959
AbbVie,AbbVie's tight grip on Humira market raises concerns about biosimilars,social,0.44847139716148376
AbbVie,AbbVie cuts 2024 profit forecast on R&D expenses,social,0.32721400260925293
AbbVie,AbbVie taps Robert Michael to replace Gonzalez as CEO in July,government,0.4025004506111145
AbbVie,AbbVie inks immune disorder drug licensing deal with China's FutureGen,government,0.542664110660553
AbbVie,Outgoing AbbVie CEO leaves a divisive Humira legacy and lasting impact on pharma,social,0.6046500205993652
AbbVie,AbbVie signs agreement to acquire Landos Biopharma for $212.5m,government,0.42218708992004395
AbbVie,Drugmaker AbbVie to spend over $10B on ImmunoGen to juice its cancer-fighting treatment portfolio,government,0.4661872982978821
AbbVie,AbbVie makes a case for 'big bets' in new campaign highlighting its scientific work,environment,0.3727585971355438
AbbVie,AbbVie takes $2.1 bln charge on cancer drug ahead of US price negotiation,government,0.594589352607727
AbbVie,"Sionna revives AbbVie’s cystic fibrosis drugs, eyeing a shot at Vertex",social,0.5455086827278137
AbbVie,US FDA rejects AbbVie's Parkinson's disease therapy for the second time,neutral,0.4393583834171295
AbbVie,AbbVie diversifies oncology portfolio with $10.1 bn ImmunoGen acquisition,government,0.3578050434589386
AbbVie,"SkinMedica® Empowers Clear Skin Confidence with a New, Modern Approach to Acne",neutral,0.36562901735305786
AbbVie,AbbVie Declares Quarterly Dividend,social,0.47392380237579346
AbbVie,AbbVie joins in latest gastrointestinal drug chase,social,0.3156844675540924
AbbVie,"AbbVie, Gilgamesh Sign Potential $2B Deal to Develop Neuroplastogens for Psychiatric Disorders",government,0.4041823744773865
AbbVie,Drugmaker AbbVie expects Humira volume erosion to worsen,social,0.3368273675441742
AbbVie,AbbVie to acquire neuroscience drugmaker Cerevel Therapeutics for $8.7 billion,government,0.47952571511268616
AbbVie,AbbVie to buy immune drug developer Landos,government,0.3460574448108673
AbbVie,AbbVie wraps up its $10.1B buyout of ImmunoGen well ahead of schedule,government,0.4525138735771179
AbbVie,AbbVie Reports First-Quarter 2024 Financial Results,government,0.3531988859176636
AbbVie,AbbVie Expands Biologics Manufacturing Capacity with a $223 Million Investment in Singapore Manufacturing Site,environment,0.3919355273246765
AbbVie,AbbVie to focus on smaller deals after buying spree,social,0.6150797009468079
AbbVie,AbbVie concludes acquisition of ImmunoGen for $10.1bn,government,0.39496102929115295
AbbVie,AbbVie Continues Buying Spree with $8.7B Cerevel Acquisition to Bolster Neuro,social,0.36742812395095825
AbbVie,AbbVie to bolster immunity illness drug pipeline with Landos deal,government,0.4062211513519287
AbbVie,AbbVie joins ADC dealmaking with $10B ImmunoGen buyout,government,0.3617604076862335
AbbVie,AbbVie to buy drug developer Cerevel for $8.7 billion,government,0.4033168852329254
AbbVie,AbbVie expands its IBD prospects with $250M Celsius deal,environment,0.3687637150287628
AbbVie,AbbVie Secures Full FDA Approval for ADC Elahere in Ovarian Cancer,government,0.46237635612487793
AbbVie,AbbVie posts drop in Q3 2023 attributable net earnings,social,0.28167375922203064
AbbVie,JUVÉDERM® VOLUMA® XC For Temple Hollows Receives U.S. FDA Approval,government,0.7816611528396606
AbbVie,AbbVie's skin disease drug found to be more effective than Regeneron's Dupixent in study,government,0.4981815218925476
AbbVie,Ropes & Gray Represents ImmunoGen in its $10.1 Billion Sale to AbbVie,social,0.4477897584438324
AbbVie,AbbVie tries to reassure investors on Humira biosimilar threat,social,0.49475666880607605
AbbVie,"AbbVie Acquires Landos in Potential $212M Deal, Bolsters Anti-Inflammatory Pipeline",environment,0.33080223202705383
AbbVie,uniQure shares soar on Huntington’s data,social,0.4324767589569092
AbbVie,"AbbVie CEO Gonzalez to step down after a decade fiercely defending its top seller, Humira",government,0.40813836455345154
AbbVie,"AbbVie Inks Two CAR-T Deals Worth Up to $1.4B with Umoja, Targets Multiple Cancers",government,0.5649100542068481
AbbVie,AbbVie terminates deal with I-Mab to develop cancer drug,government,0.3968401253223419
