url,title,label,score
https://news.google.com/read/CBMinwFBVV95cUxNOUNHc1MxZDA3Q0dha0xhb0FfQnBFV0UtX3BlZFREWl9nalVaRGd3ZTNZOHg3R196SFg4YVU1OVE5TFd5NnRBbV90bU9mRll2bmZOWVVsTlN0cWxHYTN3cUo5S2pJRWVHM01HSlJKUFFjYmxqVFo3cWZWX01mRmFzRURQWEh1ZFROdzFidTdUekcxbmc5d1NZRm9XY2hqNDQ?hl=en-US&gl=US&ceid=US%3Aen,AbbVie Foundation Partners Scale Efforts to Advance Racial Equity,POSITIVE,0.9983762502670288
https://news.google.com/read/CBMi_gFBVV95cUxNa1M5RnJUSHlTTWtSN25GTUtQUmplZld5aFdlc2hsa044dThhdzlHSE9INjRnVWRFTENCNUlacm9XcENHRXNRODZFanBGRmljUnZMNnFnRlB3MEdqRDg1MkdORzlvdHc4ZDFBNjRjbU1yb3d3dThhMjVfY052QURRWEl1NHgxNjZldGd3bDNkUk1pUHk2UExVRTYwYk84MTNLTHBBc291Vi1WOEEteXZTTmFPWjc0VWJTUUhsdTJBS0pDZjhrTEh2LVRzMHhUd25tZElSaWVPSGRCQll0M2t1YXFCd1BmWHp1UDF2aVlvaV9qa3R3X0d1VGJXbndYdw?hl=en-US&gl=US&ceid=US%3Aen,AbbVie and FutureGen Announce License Agreement to Develop Next-Generation Therapy for Inflammatory Bowel Disease,NEGATIVE,0.9506765007972717
https://news.google.com/read/CBMirwFBVV95cUxNSTAzeFBxWGlRVjBBcEdHbWhDaExnVFhXX1V5Q051aU5VSDZBdWJJNVdCejVUajR6VXRKTHczQ2p3YmowRXlHNlZLSEpubS0tNXltU1lxNDdOamVWVl85cERtOGJxTVJoUF9mX3ZGcHFXV2VMdHRyMzZzbERMOU1PZm05OHY4Vm5lS2oxVWZ0TTAxMHJ5cDBIeER4M19wNzV3Y2JpS1hOakdmU2Q2bUNF?hl=en-US&gl=US&ceid=US%3Aen,AbbVie seeks lift from 'guided missile' cancer drug with $10 bln ImmunoGen deal,NEGATIVE,0.9542197585105896
https://news.google.com/read/CBMiekFVX3lxTE1GWHltVUdfM3oxcm44R3JBTk9fMXY4VkNCOS1icUtMYlNZdVZPSmM0VVFMY19NbGIwWDQyVHItaXpxNnF2dnV2SURhOUdwZm9ONFA0RmdKY011WVRyNHF3MTBoRVhwRkJCWEtwMTJ3TG15Wk1IVEd5TTJn?hl=en-US&gl=US&ceid=US%3Aen,Digital Science Lab: Reshaping Clinical Research With Technology,POSITIVE,0.9991737008094788
https://news.google.com/read/CBMitAJBVV95cUxOQm5PcW1qeGJCT0kzV1V0NEs3Y0VaRFM2azh4aEZQRjVNRW1lc3dPdHNBcUFnSHZ4eW0tb0dwMGNKd2VyVkJjQU9MTEhYdHY2WGFkRXFLbUZLM25SSHNSRzdIdDhoRF85QmtJcVUwTmo2TGJLZzhBMlR6WTVUTkc2Z1NYcDJ1ZUhleFRvdkwyTmVJUEduODFJQzJOc1E5Ni00QVkyM2lDbUhJSEliY1I1aFBnd2JrcDlOdUVGQjYzVFBXWTVibGpUOHNQdjI4RFYxbXRwdkRreVNHZVRsemJNYnU0RUV1dWZ3Z0o2YmdHakVUdW5LYmUzN3EwdXRzTXk1WWZqNjhQYXN5T3dteEw2LTAwdGdxdUVrWDBZd0NDTUZ2aHh5alNWc2Y1QkZkVURkOTB4OA?hl=en-US&gl=US&ceid=US%3Aen,AbbVie and Gilgamesh Pharmaceuticals Announce Collaboration and Option-to-License Agreement to Develop Next-Generation Therapies for Psychiatric Disorders,POSITIVE,0.9709605574607849
https://news.google.com/read/CBMitwFBVV95cUxPRjUtUGtFQVRpaHlDd2poR3pFYW1aSFR6LU5HbnRNZXFiWXdLQUdfOHdwYVJjQUJkQzFlR1JyeGt3YzJ6ZThxeGhudUVvVTJ3OUtmTU91QS1nSXg2ZlU3YnZ2T1JVblF6V05seDhkdU4wYS1SaWpQWXJJMTdlTDJoZHlMWDhQelFxTFMwZnpCYzhna3cxZmY2THQwbFJDcnFxbGJacHpSd3FrelBfSHh5Y0p2SU4wVkk?hl=en-US&gl=US&ceid=US%3Aen,AbbVie asks US Supreme Court to weigh protections for attorney records,POSITIVE,0.5325345396995544
https://news.google.com/read/CBMihwFBVV95cUxOcE9aalZVZnF3cUxPTHFlTE5IQlNSWmxIZ05pazA1am1WdTFWSzMyMWhkUlFBUzI2aVk0RmlwR2h6LTN0aGRPQjh4MmhvRzhXUGtKMFNXZ1dMNHA5bWN1cVFRckVvVkllaTdzVWM0dWtobG1LQ0laSWpsc2ZJc2NGSmpRdTJ5Qk0?hl=en-US&gl=US&ceid=US%3Aen,AbbVie Research Collaborative: Going Beyond the Lab to Accelerate Treatment,POSITIVE,0.9982099533081055
https://news.google.com/read/CBMi-gFBVV95cUxNcmJvNmMzZDl4NWFBMVJMNXVrODNGSWxhTVFvYk9GTW1UeF9Ka1QySmhwd3p3dEVHM25KT0cyOXItZHozcElxUXI0cU9nZXNDdUdGRGx3VkljRjZtTFBxdWR0WTRiX3VkTmZlbkRZaHBLM2l3cnRTZUJEcUZXNTZkSDhidlJnalVOaXJ6SnFiajA4S3hSMVMxMGllNzFZLWlUVlBpMlFEMEdWaVpnRVV6MEI3MC1SSUdfdTJsRnlXYkY4NXVSZXQxc25WdHpmMFJHMVRia3BwNjhma2hIMlBiMEVyRUVBa3IyeGNpaDBsT0xuQ1E5cUtmWXZR?hl=en-US&gl=US&ceid=US%3Aen,"AbbVie to Acquire Landos Biopharma, Further Strengthening its Portfolio in Inflammatory and Autoimmune Diseases",POSITIVE,0.9964382648468018
https://news.google.com/read/CBMinAJBVV95cUxNWmhXZTBSVnVLbThKN2paLURJMjB3RUVqMU5xaE1samNycF91ekNhSHBlemVoMkdXVlA0RlRKWFlHZlhibnB3NmpJNzFMWWFRMnB1YTlfUVM2RExmTDNjUG50dW0xc2JwcDN0MFFkWUhKcFI3N3RHYjQ5QWszWFVPeU1qdEFmQWdDNWtpOWVrTlhWQnhCMGZKek9zdXAzNTcyTEZCYUI3ZzRIa2VpOE01WDBub3psUkliVE5wVFlTa2xQSHB6am95WHZZX2hrMUU0MDE3TVNHcmc4VlhfbGRMcXFTRmlCTVlPNXNjelZLT0daZGhFX0twTUFXSUUyb3BocVRDdzVwa1VtdW12ODEwYUc5WHVpLWRLVFhLSw?hl=en-US&gl=US&ceid=US%3Aen,AbbVie Reinforces Commitment to Science and Innovation with a €150 million Euro Investment in New Cutting-Edge Research and Development Facility in Germany,POSITIVE,0.9989149570465088
https://news.google.com/read/CBMiogFBVV95cUxPd2l5bHhDdW0xNGt5WDJua2VQYUhRS0JPbC1ELUMwaVdwdldmSlNZQmdfWjBmRTREWHNiRFMtNkhLVU9IVV9oQm1fVUl5VHdZcG1qa2stbl9RMWtfX3AwaXo0bE5ndzNZOWFoRGcxOEJkZ1VPVU1vRG5pQng2UFUxY0x2Q2lSc3BtUjFUY2xudjM3RXNSWWNqSnZmY1JYVkpYdUE?hl=en-US&gl=US&ceid=US%3Aen,Working Parents 2023: Finding comfort in community,POSITIVE,0.9995958209037781
https://news.google.com/read/CBMihwFBVV95cUxOaFBJelVVMDRZS0N1eV9PVUU0VWdULXJmckU4V2VXb0pXN2JqdFE3Ykd6bGkyWDdKM05LS2xVWTVGaEllRjVkSWFCbmRMTXAwYTNTdnZDU0NCWk1rS0tmMzFBYWREVVRJRzNOanlmd20xZlpkdDY5bjQ4Q0ZLQW9JR0pUTlR6TTA?hl=en-US&gl=US&ceid=US%3Aen,Elevating Health Care for All,POSITIVE,0.9997970461845398
